Order ID,Customer Name,Mobile Number,Email ID,Order Date,Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility (%),Item Weight,Sales,Rating,Outlet Age,Sales per Weight,Visibility Bucket,Rating Bucket,Item Category,Payment Mode,Delivery Status,Discount %,Quantity,City
448433,Aditya Gupta,9204309776,aditya.gupta@outlook.com,2026-04-19,Low Fat,NCU29,Health and Hygiene,1998,OUT019,Tier 1,Small,Grocery Store,4.46,13.14,145.976,5.0,28,11.11,Low,Good,Non-Consumable,UPI,Delivered,15,1,Mumbai
182975,Rahul Bhatt,9889362896,rahul.bhatt@outlook.com,2026-02-09,Low Fat,NCX41,Health and Hygiene,1998,OUT019,Tier 1,Small,Grocery Store,3.1,13.14,210.5244,5.0,28,16.02,Low,Good,Non-Consumable,Card,Cancelled,15,1,Delhi
803919,Neha Gupta,9964546553,neha.gupta@outlook.com,2026-03-25,Low Fat,NCG07,Household,1998,OUT019,Tier 1,Small,Grocery Store,9.19,13.38,189.753,5.0,28,14.18,Medium,Good,Non-Consumable,UPI,Delivered,0,5,Bangalore
368671,Amit Pillai,9585125389,amit.pillai@hotmail.com,2026-02-03,Low Fat,NCI30,Household,1998,OUT019,Tier 1,Small,Grocery Store,10.32,13.38,244.346,5.0,28,18.26,Medium,Good,Non-Consumable,Wallet,Returned,10,3,Bangalore
169367,Amit Kumar,9218785193,amit.kumar@gmail.com,2026-04-16,Low Fat,NCR54,Household,1998,OUT019,Tier 1,Small,Grocery Store,15.86,13.38,194.711,5.0,28,14.55,High,Good,Non-Consumable,Cash on Delivery,Delivered,20,1,Mumbai
988604,Arjun Bhatt,9583749079,arjun.bhatt@gmail.com,2026-05-08,Low Fat,NCT06,Household,1998,OUT019,Tier 1,Small,Grocery Store,6.78,13.38,167.7842,5.0,28,12.54,Medium,Good,Non-Consumable,Cash on Delivery,Delivered,20,4,Bangalore
522714,Riya Patel,9779612087,riya.patel@hotmail.com,2026-04-04,Low Fat,FDN15,Meat,1998,OUT019,Tier 1,Small,Grocery Store,2.93,12.82,140.318,5.0,28,10.95,Low,Good,Food,Cash on Delivery,Cancelled,0,3,Delhi
452182,Krishna Desai,9805721514,krishna.desai@hotmail.com,2026-02-11,Low Fat,FDJ45,Seafood,1998,OUT019,Tier 1,Small,Grocery Store,12.85,12.55,34.2216,5.0,28,2.73,Medium,Good,Food,Card,Delivered,10,4,Bangalore
51111,Pooja Agarwal,9940976263,pooja.agarwal@gmail.com,2026-03-21,Regular,FDL13,Breakfast,1998,OUT019,Tier 1,Small,Grocery Store,9.86,12.77,232.73,5.0,28,18.22,Medium,Good,Food,Wallet,Delivered,0,3,Delhi
710675,Aadhya Reddy,9748453986,aadhya.reddy@hotmail.com,2026-06-20,Regular,FDL02,Canned,1998,OUT019,Tier 1,Small,Grocery Store,18.22,12.31,107.1622,5.0,28,8.71,High,Good,Food,Cash on Delivery,Delivered,0,5,Bangalore
91390,Divya Pillai,9289509059,divya.pillai@outlook.com,2026-04-16,Regular,FDF56,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,20.92,13.22,179.1976,5.0,28,13.56,High,Good,Food,Card,Delivered,0,2,Mumbai
811710,Amit Reddy,9119186233,amit.reddy@yahoo.co.in,2026-03-21,Regular,FDQ27,Meat,1998,OUT019,Tier 1,Small,Grocery Store,7.75,12.82,101.399,5.0,28,7.91,Medium,Good,Food,Cash on Delivery,Delivered,20,2,Bangalore
595184,Nikhil Rao,9922071511,nikhil.rao@outlook.com,2026-07-12,Regular,FDG35,Starchy Foods,1998,OUT019,Tier 1,Small,Grocery Store,1.23,13.69,173.8738,5.0,28,12.7,Low,Good,Food,UPI,Delivered,0,3,Mumbai
610861,Saanvi Joshi,9696667252,saanvi.joshi@gmail.com,2026-06-02,Regular,FDD38,Canned,1998,OUT019,Tier 1,Small,Grocery Store,1.43,12.31,103.7674,5.0,28,8.43,Low,Good,Food,UPI,Delivered,5,3,Bangalore
837425,Kavya Desai,9145264712,kavya.desai@hotmail.com,2026-05-07,Regular,FDE41,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,6.98,12.87,83.7566,5.0,28,6.51,Medium,Good,Food,Card,Cancelled,20,3,Delhi
928005,Kavya Singh,9463351571,kavya.singh@yahoo.co.in,2026-07-09,Low Fat,FDP24,Baking Goods,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,8.3,20.6,119.4756,5.0,16,5.8,Medium,Good,Food,Card,Returned,20,2,Mumbai
868105,Ayaan Nair,9840908051,ayaan.nair@gmail.com,2026-05-23,Low Fat,FDH38,Canned,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,1.04,6.42,115.8808,5.0,16,18.05,Low,Good,Food,Card,Delivered,5,5,Bangalore
338988,Aditya Mehta,9208005640,aditya.mehta@hotmail.com,2026-03-03,Low Fat,FDT49,Canned,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,15.14,7.0,107.728,5.0,16,15.39,High,Good,Food,Card,Delivered,20,3,Delhi
366644,Aarav Menon,9995123972,aarav.menon@yahoo.co.in,2026-04-03,Low Fat,FDN02,Canned,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,7.38,16.5,208.8638,5.0,16,12.66,Medium,Good,Food,Cash on Delivery,Returned,0,4,Bangalore
739070,Riya Nair,9835129592,riya.nair@yahoo.co.in,2026-03-02,Low Fat,DRF27,Dairy,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,2.84,8.93,154.534,5.0,16,17.31,Low,Good,Drinks,Card,Cancelled,10,3,Mumbai
377188,Ira Nair,9728270908,ira.nair@hotmail.com,2026-03-30,Low Fat,FDT02,Dairy,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,2.42,12.6,36.1874,5.0,16,2.87,Low,Good,Food,Card,Delivered,0,2,Mumbai
633241,Aarav Gupta,9144152982,aarav.gupta@yahoo.co.in,2026-06-18,Low Fat,FDF05,Frozen Foods,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,2.69,17.5,264.491,5.0,16,15.11,Low,Good,Food,Card,Returned,5,3,Mumbai
530801,Nikhil Verma,9173929578,nikhil.verma@gmail.com,2026-06-12,Low Fat,FDI45,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,3.76,13.1,175.5054,5.0,16,13.4,Low,Good,Food,UPI,Delivered,5,2,Bangalore
618064,Ayaan Gupta,9671815352,ayaan.gupta@hotmail.com,2026-04-03,Low Fat,FDZ20,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,3.43,16.1,252.3356,5.0,16,15.67,Low,Good,Food,Wallet,Delivered,10,2,Mumbai
845601,Sneha Verma,9373605079,sneha.verma@outlook.com,2026-06-24,Low Fat,NCC42,Health and Hygiene,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,4.49,15.0,140.2838,5.0,16,9.35,Low,Good,Non-Consumable,UPI,Returned,10,2,Bangalore
488365,Pooja Mehta,9181589988,pooja.mehta@gmail.com,2026-05-15,Low Fat,NCQ53,Health and Hygiene,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,1.89,17.6,234.659,5.0,16,13.33,Low,Good,Non-Consumable,UPI,Delivered,0,4,Bangalore
82103,Aditya Desai,9683452734,aditya.desai@gmail.com,2026-06-24,Low Fat,NCR54,Household,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,9.06,16.35,198.211,5.0,16,12.12,Medium,Good,Non-Consumable,UPI,Delivered,10,4,Mumbai
890770,Ayaan Iyer,9666617071,ayaan.iyer@hotmail.com,2026-05-08,Low Fat,NCX06,Household,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,1.57,17.6,182.6976,5.0,16,10.38,Low,Good,Non-Consumable,Wallet,Delivered,0,1,Bangalore
108142,Karan Bhatt,9587964740,karan.bhatt@hotmail.com,2026-04-28,Low Fat,NCO06,Household,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,10.8,19.25,32.4558,5.0,16,1.69,Medium,Good,Non-Consumable,Wallet,Delivered,0,1,Delhi
293051,Reyansh Pillai,9803149982,reyansh.pillai@yahoo.co.in,2026-03-23,Low Fat,NCN54,Household,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,2.13,20.35,76.1328,5.0,16,3.74,Low,Good,Non-Consumable,UPI,Delivered,0,1,Mumbai
507128,Arjun Menon,9508004635,arjun.menon@gmail.com,2026-03-02,Low Fat,FDL27,Meat,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,1.06,6.17,65.9826,5.0,16,10.69,Low,Good,Food,Card,Delivered,5,3,Bangalore
740901,Ira Bhatt,9806882850,ira.bhatt@yahoo.co.in,2026-06-05,Low Fat,FDV51,Meat,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,3.25,16.35,165.7842,5.0,16,10.14,Low,Good,Food,UPI,Delivered,0,4,Bangalore
706414,Ayaan Bhatt,9317235137,ayaan.bhatt@gmail.com,2026-06-01,Low Fat,FDC46,Snack Foods,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,11.65,17.7,182.6266,5.0,16,10.32,Medium,Good,Food,UPI,Cancelled,0,1,Bangalore
78157,Priya Malhotra,9399006314,priya.malhotra1@gmail.com,2026-02-18,Low Fat,FDZ58,Snack Foods,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,5.22,17.85,122.8072,5.0,16,6.88,Medium,Good,Food,UPI,Delivered,0,5,Delhi
73616,Reyansh Singh,9035263560,reyansh.singh@outlook.com,2026-02-07,Low Fat,FDN21,Snack Foods,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,7.69,18.6,161.0236,5.0,16,8.66,Medium,Good,Food,Wallet,Delivered,0,1,Bangalore
776676,Vihaan Malhotra,9229394694,vihaan.malhotra@gmail.com,2026-02-23,Low Fat,FDO58,Snack Foods,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,3.96,19.6,166.1526,5.0,16,8.48,Low,Good,Food,UPI,Delivered,0,1,Mumbai
745567,Diya Malhotra,9346066643,diya.malhotra@yahoo.co.in,2026-03-06,Low Fat,DRD24,Soft Drinks,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,3.08,13.85,143.3154,5.0,16,10.35,Low,Good,Drinks,Cash on Delivery,Returned,0,1,Delhi
334646,Aadhya Kapoor,9749060723,aadhya.kapoor@yahoo.co.in,2026-07-05,Low Fat,DRI37,Soft Drinks,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,10.76,15.85,58.7904,5.0,16,3.71,Medium,Good,Drinks,UPI,Cancelled,0,2,Mumbai
688563,Pooja Verma,9111271285,pooja.verma@outlook.com,2026-03-07,Regular,FDI12,Baking Goods,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,10.04,9.4,89.6856,5.0,16,9.54,Medium,Good,Food,UPI,Delivered,5,3,Delhi
616020,Karan Singh,9246484494,karan.singh@yahoo.co.in,2026-07-19,Regular,FDP12,Baking Goods,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,4.53,9.8,36.9874,5.0,16,3.77,Low,Good,Food,Cash on Delivery,Delivered,0,5,Mumbai
724328,Vivaan Chopra,9116318732,vivaan.chopra@hotmail.com,2026-05-14,Regular,FDO01,Breakfast,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,2.07,21.1,130.4994,5.0,16,6.18,Low,Good,Food,UPI,Delivered,0,3,Mumbai
871850,Rahul Mehta,9807711306,rahul.mehta@outlook.com,2026-06-27,Regular,FDZ37,Canned,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,1.98,8.1,88.6198,5.0,16,10.94,Low,Good,Food,UPI,Delivered,0,4,Mumbai
477288,Priya Singh,9211369572,priya.singh@yahoo.co.in,2026-02-11,Regular,FDJ15,Dairy,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,2.33,11.35,182.5608,5.0,16,16.08,Low,Good,Food,UPI,Delivered,20,1,Bangalore
308420,Ayaan Reddy,9790833509,ayaan.reddy@yahoo.co.in,2026-05-04,Regular,FDM04,Frozen Foods,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,4.71,9.2,53.1666,5.0,16,5.78,Low,Good,Food,Card,Cancelled,5,1,Delhi
761438,Reyansh Pillai,9025425730,reyansh.pillai@hotmail.com,2026-05-03,Regular,FDI40,Frozen Foods,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,12.56,11.5,100.8358,5.0,16,8.77,Medium,Good,Food,Card,Delivered,15,5,Bangalore
414531,Kavya Kumar,9662481323,kavya.kumar@outlook.com,2026-06-27,Regular,FDX04,Frozen Foods,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,4.16,19.6,49.9376,5.0,16,2.55,Low,Good,Food,Card,Delivered,20,5,Bangalore
940129,Aadhya Patel,9570713984,aadhya.patel@hotmail.com,2026-05-25,Regular,FDS15,Meat,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,7.81,9.2,106.3596,5.0,16,11.56,Medium,Good,Food,Cash on Delivery,Delivered,5,5,Delhi
711133,Krishna Kapoor,9822850116,krishna.kapoor@outlook.com,2026-06-10,Regular,FDJ57,Seafood,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,2.16,7.42,184.6582,5.0,16,24.89,Low,Good,Food,UPI,Cancelled,5,5,Bangalore
373861,Ayaan Gupta,9880925502,ayaan.gupta@outlook.com,2026-03-31,Regular,FDG21,Seafood,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,14.63,17.35,150.405,5.0,16,8.67,Medium,Good,Food,UPI,Cancelled,20,5,Bangalore
33658,Kavya Pillai,9130609069,kavya.pillai@gmail.com,2026-06-16,Regular,FDW21,Snack Foods,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,0.6,5.34,99.5358,5.0,16,18.64,Low,Good,Food,Card,Returned,0,4,Mumbai
996341,Vihaan Verma,9130981079,vihaan.verma@yahoo.co.in,2026-01-28,Regular,FDX10,Snack Foods,2010,OUT046,Tier 1,Small,Neighborhood Supermarket,12.37,6.38,37.1874,5.0,16,5.83,Medium,Good,Food,Cash on Delivery,Returned,0,3,Bangalore
494122,Rohan Pillai,9649673794,rohan.pillai@yahoo.co.in,2026-07-19,Low Fat,DRI51,Dairy,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,7.67,17.25,171.5764,5.0,11,9.95,Medium,Good,Drinks,Cash on Delivery,Delivered,10,1,Pune
382731,Neha Sharma,9577278532,neha.sharma@gmail.com,2026-02-24,Low Fat,NCZ17,Health and Hygiene,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,5.9,12.15,39.1506,5.0,6,3.22,Medium,Good,Non-Consumable,Cash on Delivery,Delivered,15,1,Jaipur
186211,Aditya Nair,9426425064,aditya.nair@hotmail.com,2026-07-19,Low Fat,DRE25,Soft Drinks,2020,OUT017,Tier 2,Medium,Neighborhood Supermarket,7.37,15.35,91.912,5.0,6,5.99,Medium,Good,Drinks,Card,Delivered,0,5,Pune
650595,Sai Malhotra,9207683625,sai.malhotra@gmail.com,2026-06-12,Low Fat,FDT60,Baking Goods,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,7.57,12.0,124.6388,5.0,11,10.39,Medium,Good,Food,Card,Returned,5,1,Jaipur
132783,Myra Bhatt,9366677767,myra.bhatt@yahoo.co.in,2026-04-04,Low Fat,FDN24,Baking Goods,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,11.35,14.1,56.1956,5.0,11,3.99,Medium,Good,Food,UPI,Delivered,5,3,Jaipur
527674,Reyansh Chopra,9555628333,reyansh.chopra@yahoo.co.in,2026-07-09,Low Fat,FDO37,Breakfast,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,2.14,8.06,232.0326,5.0,11,28.79,Low,Good,Food,UPI,Cancelled,5,5,Pune
71818,Sneha Verma,9393957865,sneha.verma@gmail.com,2026-04-23,Low Fat,FDI14,Canned,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,8.99,14.1,140.2496,5.0,11,9.95,Medium,Good,Food,UPI,Delivered,20,2,Pune
238807,Sai Chopra,9436271874,sai.chopra@gmail.com,2026-02-23,Low Fat,FDW37,Canned,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,12.43,19.2,89.7488,5.0,11,4.67,Medium,Good,Food,Card,Returned,15,4,Pune
815550,Aarav Chopra,9960335826,aarav.chopra@gmail.com,2026-04-11,Low Fat,DRC27,Dairy,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,5.82,13.8,247.4802,5.0,11,17.93,Medium,Good,Drinks,Card,Returned,15,3,Pune
311394,Krishna Kapoor,9862703692,krishna.kapoor@yahoo.co.in,2026-05-17,Low Fat,FDK16,Frozen Foods,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,11.56,9.06,96.0094,5.0,11,10.6,Medium,Good,Food,Cash on Delivery,Returned,0,4,Lucknow
145623,Ishaan Malhotra,9492693265,ishaan.malhotra@gmail.com,2026-03-07,Low Fat,FDK41,Frozen Foods,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,12.78,14.3,83.6224,5.0,11,5.85,Medium,Good,Food,Card,Delivered,0,4,Pune
784230,Nikhil Pillai,9732759980,nikhil.pillai@gmail.com,2026-05-22,Low Fat,FDY31,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,4.37,5.98,146.1418,5.0,11,24.44,Low,Good,Food,UPI,Delivered,20,1,Pune
269642,Karan Bhatt,9111000515,karan.bhatt1@hotmail.com,2026-01-26,Low Fat,FDT20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,4.15,10.5,36.8164,5.0,11,3.51,Low,Good,Food,UPI,Delivered,10,3,Jaipur
427225,Arjun Reddy,9532341595,arjun.reddy@gmail.com,2026-04-03,Low Fat,FDI45,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,3.77,13.1,175.8054,5.0,11,13.42,Low,Good,Food,Card,Delivered,10,3,Jaipur
419940,Ishaan Reddy,9977524418,ishaan.reddy@yahoo.co.in,2026-06-03,Low Fat,FDG57,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,7.24,14.7,48.6034,5.0,11,3.31,Medium,Good,Food,Wallet,Delivered,10,4,Pune
971351,Vivaan Menon,9222618962,vivaan.menon@hotmail.com,2026-03-12,Low Fat,FDN32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,1.56,17.5,184.8266,5.0,11,10.56,Low,Good,Food,Cash on Delivery,Delivered,20,4,Pune
923752,Rahul Pillai,9887431271,rahul.pillai@outlook.com,2026-06-04,Low Fat,FDX19,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,9.69,19.1,233.8958,5.0,11,12.25,Medium,Good,Food,Card,Delivered,10,4,Pune
530625,Vivaan Mehta,9026767209,vivaan.mehta@yahoo.co.in,2026-02-22,Low Fat,FDP20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Neighborhood Supermarket,4.58,19.85,125.602,5.0,11,6.33,Low,Good,Food,Wallet,Cancelled,20,1,Lucknow
94495,Vivaan Verma,9579927079,vivaan.verma@yahoo.co.in,2026-07-05,Low Fat,NCR17,Health and Hygiene,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,2.44,9.8,116.4492,5.0,11,11.88,Low,Good,Non-Consumable,UPI,Cancelled,10,5,Lucknow
184447,Ira Bhatt,9551512294,ira.bhatt@outlook.com,2026-04-12,Low Fat,NCT17,Health and Hygiene,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,4.2,10.8,190.0214,5.0,11,17.59,Low,Good,Non-Consumable,Card,Delivered,5,4,Lucknow
481007,Anika Desai,9621354159,anika.desai@yahoo.co.in,2026-07-08,Low Fat,NCU05,Health and Hygiene,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,5.89,11.8,79.1618,5.0,11,6.71,Medium,Good,Non-Consumable,Cash on Delivery,Cancelled,15,5,Jaipur
431154,Sai Verma,9709962543,sai.verma@outlook.com,2026-06-04,Low Fat,NCT42,Household,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,2.49,5.88,148.4392,5.0,11,25.24,Low,Good,Non-Consumable,Wallet,Delivered,20,4,Lucknow
586129,Anika Gupta,9848075203,anika.gupta@outlook.com,2026-06-30,Low Fat,NCV18,Household,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,10.55,6.78,84.625,5.0,11,12.48,Medium,Good,Non-Consumable,Wallet,Delivered,0,1,Jaipur
301335,Pooja Patel,9447650471,pooja.patel@yahoo.co.in,2026-03-17,Low Fat,NCH43,Household,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,7.07,8.42,216.4192,5.0,11,25.7,Medium,Good,Non-Consumable,Card,Delivered,10,3,Jaipur
936295,Aditya Agarwal,9580290904,aditya.agarwal@gmail.com,2026-03-06,Low Fat,NCE18,Household,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,2.15,10.0,251.675,5.0,11,25.17,Low,Good,Non-Consumable,Card,Returned,0,4,Lucknow
153577,Aditya Nair,9637660465,aditya.nair1@gmail.com,2026-05-01,Low Fat,NCC18,Household,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,17.76,19.1,173.9422,5.0,11,9.11,High,Good,Non-Consumable,Wallet,Delivered,20,5,Lucknow
869077,Saanvi Singh,9586652548,saanvi.singh@outlook.com,2026-03-08,Low Fat,NCJ42,Household,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,1.43,19.75,104.2332,5.0,11,5.28,Low,Good,Non-Consumable,UPI,Delivered,20,4,Lucknow
461434,Sneha Menon,9374417158,sneha.menon@hotmail.com,2026-06-13,Low Fat,FDQ10,Snack Foods,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,3.32,12.85,172.4422,5.0,11,13.42,Low,Good,Food,Cash on Delivery,Delivered,0,4,Lucknow
915953,Ayaan Menon,9102131251,ayaan.menon@outlook.com,2026-06-10,Low Fat,FDL34,Snack Foods,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,4.1,16.0,142.6496,5.0,11,8.92,Low,Good,Food,UPI,Cancelled,0,4,Jaipur
586947,Pari Verma,9293110059,pari.verma@outlook.com,2026-01-26,Low Fat,DRK37,Soft Drinks,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,6.93,5.0,189.853,5.0,11,37.97,Medium,Good,Drinks,Wallet,Returned,0,5,Jaipur
301945,Pari Gupta,9129751910,pari.gupta@outlook.com,2026-06-28,Low Fat,DRF48,Soft Drinks,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,5.19,5.73,188.1898,5.0,11,32.84,Medium,Good,Drinks,UPI,Delivered,5,2,Jaipur
750710,Aadhya Menon,9231211063,aadhya.menon@gmail.com,2026-04-18,Low Fat,DRG49,Soft Drinks,2015,OUT045,Tier 2,Small,Neighborhood Supermarket,6.76,7.81,246.0486,5.0,11,31.5,Medium,Good,Drinks,Card,Delivered,20,5,Lucknow
445469,Ira Desai,9301658373,ira.desai@gmail.com,2026-05-31,Low Fat,FDX60,Baking Goods,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,8.1,14.35,79.196,5.0,6,5.52,Medium,Good,Food,Wallet,Returned,0,1,Jaipur
386198,Ananya Iyer,9792749072,ananya.iyer@gmail.com,2026-01-30,Low Fat,FDS13,Canned,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,12.52,6.46,266.8884,5.0,6,41.31,Medium,Good,Food,Cash on Delivery,Delivered,10,3,Lucknow
725887,Reyansh Mehta,9801234289,reyansh.mehta@outlook.com,2026-02-23,Low Fat,FDC50,Canned,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,13.73,15.85,94.4094,5.0,6,5.96,Medium,Good,Food,Cash on Delivery,Returned,0,2,Pune
937143,Ayaan Iyer,9311325326,ayaan.iyer1@hotmail.com,2026-04-28,Low Fat,FDK51,Dairy,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,0.53,19.85,264.5884,5.0,6,13.33,Low,Good,Food,UPI,Cancelled,10,3,Lucknow
408921,Saanvi Kumar,9949684364,saanvi.kumar@gmail.com,2026-04-14,Low Fat,FDD17,Frozen Foods,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,3.28,7.5,239.6906,5.0,6,31.96,Low,Good,Food,UPI,Delivered,10,4,Lucknow
251960,Karan Rao,9538044210,karan.rao@yahoo.co.in,2026-03-28,Low Fat,FDJ28,Frozen Foods,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,2.2,12.3,191.2162,5.0,6,15.55,Low,Good,Food,Cash on Delivery,Returned,0,3,Pune
168252,Kavya Mehta,9175096170,kavya.mehta@yahoo.co.in,2026-02-09,Low Fat,FDP16,Frozen Foods,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,3.95,18.6,243.6802,5.0,6,13.1,Low,Good,Food,Wallet,Delivered,0,5,Jaipur
97015,Divya Gupta,9159591945,divya.gupta@yahoo.co.in,2026-03-28,Low Fat,FDB20,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,5.23,7.72,79.1986,5.0,6,10.26,Medium,Good,Food,UPI,Delivered,20,5,Pune
194777,Aarav Kapoor,9757574758,aarav.kapoor@outlook.com,2026-06-20,Low Fat,FDP56,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,4.67,8.18,49.9692,5.0,6,6.11,Low,Good,Food,Wallet,Delivered,10,3,Lucknow
168647,Pari Menon,9339205677,pari.menon@yahoo.co.in,2026-02-15,Low Fat,FDT43,Fruits and Vegetables,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,2.07,16.35,50.8324,5.0,6,3.11,Low,Good,Food,Cash on Delivery,Delivered,0,1,Pune
253224,Vihaan Gupta,9567772266,vihaan.gupta@outlook.com,2026-02-16,Low Fat,DRI59,Hard Drinks,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,4.11,9.5,223.5088,5.0,6,23.53,Low,Good,Drinks,Wallet,Delivered,5,5,Pune
700504,Riya Reddy,9025626506,riya.reddy@yahoo.co.in,2026-05-30,Low Fat,DRN47,Hard Drinks,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,1.69,12.1,178.366,5.0,6,14.74,Low,Good,Drinks,Cash on Delivery,Returned,10,5,Lucknow
254670,Anika Iyer,9229231067,anika.iyer@hotmail.com,2026-02-12,Low Fat,DRM23,Hard Drinks,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,13.65,16.6,173.3422,5.0,6,10.44,Medium,Good,Drinks,Wallet,Delivered,15,1,Jaipur
22649,Arjun Joshi,9245307624,arjun.joshi@outlook.com,2026-06-11,Low Fat,NCN53,Health and Hygiene,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,3.05,5.18,33.5874,5.0,6,6.48,Low,Good,Non-Consumable,Card,Returned,15,3,Jaipur
518520,Sneha Gupta,9843379766,sneha.gupta@yahoo.co.in,2026-02-27,Low Fat,NCT53,Health and Hygiene,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,4.84,5.4,163.0526,5.0,6,30.19,Low,Good,Non-Consumable,Wallet,Delivered,10,2,Lucknow
881464,Sneha Nair,9270511579,sneha.nair@gmail.com,2026-02-27,Low Fat,NCQ05,Health and Hygiene,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,5.9,11.4,149.2708,5.0,6,13.09,Medium,Good,Non-Consumable,Cash on Delivery,Delivered,15,2,Jaipur
627740,Diya Rao,9423873670,diya.rao@outlook.com,2026-07-13,Low Fat,NCM53,Health and Hygiene,2020,OUT017,Tier 2,Small,Neighborhood Supermarket,5.23,18.75,108.128,5.0,6,5.77,Medium,Good,Non-Consumable,Wallet,Delivered,0,2,Lucknow
